time gpIndex x y xDisp yDisp xForce yForce xVel yVel block corner
f i f f f f f f f f i i
 5.0000e-001 65492  9.9105e+000  9.3815e+000 -1.2876e-003  4.9859e-003 -3.9118e-003  7.0867e-00365155 65290
 5.0000e-001 65466  9.2209e+000  9.6972e+000 -1.2944e-003  4.9581e-003 -3.4921e-003  5.7362e-00265155 65290
 5.0000e-001 65440  9.2383e+000  1.0005e+001 -1.2855e-003  5.0001e-003  1.0177e-003  0.0000e+00065155 65290
 5.0000e-001 65414  9.9987e+000  1.0005e+001 -1.3218e-003  5.0001e-003  5.6386e-003  0.0000e+00065155 65290
 5.0000e-001 65388  9.9987e+000  9.4228e+000 -1.2904e-003  4.9897e-003 -6.6143e-003  3.8412e-00265155 65290
 5.0000e-001 65765  9.8435e+000  3.0594e+000 -1.5980e-003  4.8534e-004  3.3402e-003 -2.5511e-00264957 65092
 5.0000e-001 65739  9.1698e+000  3.5141e+000 -1.6068e-003  4.7133e-004 -6.2303e-004 -1.5600e-00364957 65092
 5.0000e-001 65713  9.2051e+000  3.9555e+000 -1.6514e-003  5.0410e-004 -1.5417e-002 -1.7590e-00264957 65092
 5.0000e-001 65687  9.6672e+000  4.5398e+000 -1.7488e-003  5.7824e-004  2.3258e-002 -2.5207e-00264957 65092
 5.0000e-001 65661  9.9982e+000  4.6822e+000 -1.7738e-003  6.1110e-004  2.2382e-003  3.8637e-00364957 65092
 5.0000e-001 65635  9.9983e+000  3.9028e+000 -1.6744e-003  5.6771e-004  7.6185e-003 -1.9530e-00264957 65092
 5.0000e-001 65609  9.9984e+000  3.1235e+000 -1.6083e-003  5.0725e-004  7.7505e-003  2.8230e-00364957 65092
 5.0000e-001 65958  9.8325e+000  6.4878e+000 -1.9233e-003  7.5285e-004  1.1122e-001 -2.5067e-00264781 64854
 5.0000e-001 65932  9.9981e+000  6.6274e+000 -1.9402e-003  7.7650e-004 -6.0871e-003 -8.0728e-00364781 64854
 5.0000e-001 65906  9.9981e+000  5.8262e+000 -1.8533e-003  7.6976e-004  5.6648e-003 -2.1442e-00364781 64854
 5.0000e-001 66137  9.8326e+000  6.4879e+000 -1.8424e-003  8.2088e-004 -2.5236e-002 -5.8225e-00264469 64604
 5.0000e-001 66111  9.2221e+000  6.4878e+000 -1.8294e-003  7.4462e-004  1.7061e-002 -7.1518e-00264469 64604
 5.0000e-001 66085  9.0575e+000  6.5952e+000 -1.8429e-003  7.2394e-004  3.4904e-002 -3.6905e-00364469 64604
 5.0000e-001 66059  9.3323e+000  7.3698e+000 -1.9647e-003  7.6370e-004  3.2741e-002 -1.1187e-00264469 64604
 5.0000e-001 66033  9.9980e+000  7.5525e+000 -1.9893e-003  8.5039e-004 -8.4867e-003 -2.0921e-00264469 64604
 5.0000e-001 66007  9.9981e+000  6.6274e+000 -1.8602e-003  8.4401e-004  3.4834e-002 -6.4871e-00364469 64604
 5.0000e-001 66409  9.9983e+000  3.1235e+000 -1.6908e-003  4.7312e-004  1.0855e-003  8.0357e-00464271 65052
 5.0000e-001 66383  9.9984e+000  2.3626e+000 -1.5881e-003  4.0924e-004  3.4788e-003  1.1265e-00364271 65052
 5.0000e-001 66357  9.9985e+000  1.6017e+000 -1.4742e-003  3.1520e-004  4.4620e-003 -9.2695e-00364271 65052
 5.0000e-001 66331  9.7400e+000  1.6405e+000 -1.4549e-003  2.8151e-004  1.0224e-002 -8.9916e-00464271 65052
 5.0000e-001 66305  9.6236e+000  2.1183e+000 -1.5382e-003  3.4480e-004  3.6649e-002 -1.4249e-00264271 65052
 5.0000e-001 66279  9.8435e+000  3.0594e+000 -1.6765e-003  4.5229e-004  1.1601e-002 -2.4119e-00264271 65052
 5.0000e-001 66633  9.9981e+000  5.8263e+000 -1.8610e-003  8.0060e-004  2.4061e-002 -6.6578e-00364073 64208
 5.0000e-001 66607  9.7009e+000  5.4612e+000 -1.8315e-003  7.3967e-004  1.2413e-002 -6.3621e-00364073 64208
 5.0000e-001 66581  9.2242e+000  5.6004e+000 -1.8075e-003  6.9743e-004  3.1911e-002 -4.1663e-00264073 64208
 5.0000e-001 66555  9.2220e+000  6.4878e+000 -1.9195e-003  7.4454e-004  2.4997e-002 -3.9531e-00264073 64208
 5.0000e-001 66529  9.8325e+000  6.4879e+000 -1.9403e-003  8.2078e-004  1.9719e-003 -4.7672e-00264073 64208
 5.0000e-001 66728  9.5705e+000  6.1024e+000 -1.8817e-003  7.6607e-004  3.0765e-003 -2.1808e-00464073 64208
 5.0000e-001 66902  9.9982e+000  5.8264e+000 -1.7959e-003  8.8049e-004  1.2658e-002 -1.1707e-00263783 64894
 5.0000e-001 66876  9.9983e+000  5.2544e+000 -1.7342e-003  8.6681e-004 -5.6983e-003  7.8702e-00363783 64894
 5.0000e-001 66850  9.9983e+000  4.6824e+000 -1.7021e-003  8.7232e-004  1.4727e-002 -1.9467e-00363783 64894
 5.0000e-001 66824  9.7010e+000  5.4613e+000 -1.7487e-003  8.4143e-004  2.7552e-002 -2.0396e-00263783 64894
 5.0000e-001 67106  9.9984e+000  4.6822e+000 -1.6266e-003  6.7444e-004 -1.4145e-002 -1.7351e-00363585 63856
 5.0000e-001 67080  9.6674e+000  4.5399e+000 -1.6063e-003  6.3981e-004  1.1601e-002  2.3987e-00263585 63856
 5.0000e-001 67054  8.9266e+000  5.0170e+000 -1.6483e-003  6.1951e-004 -2.9809e-003 -4.0940e-00363585 63856
 5.0000e-001 67028  9.0637e+000  5.4951e+000 -1.6984e-003  6.4872e-004  1.9401e-003 -2.1224e-00263585 63856
 5.0000e-001 67002  9.2243e+000  5.6004e+000 -1.7024e-003  6.6663e-004  1.1961e-002  1.5592e-00263585 63856
 5.0000e-001 66976  9.7010e+000  5.4612e+000 -1.6945e-003  6.9954e-004  5.6958e-003 -3.2759e-00263585 63856
 5.0000e-001 67513  9.9985e+000  1.6017e+000 -1.5471e-003  3.2588e-004  1.6147e-002 -7.3563e-00363295 64366
 5.0000e-001 67487  9.9986e+000  8.0086e-001 -1.4143e-003  1.7397e-004  6.4009e-003 -8.1436e-00363295 64366
 5.0000e-001 67461  9.9986e+000  0.0000e+000 -1.3976e-003  0.0000e+000  2.0169e-003  0.0000e+00063295 64366
 5.0000e-001 67435  9.7571e+000  0.0000e+000 -1.3746e-003  0.0000e+000  4.0779e-003  0.0000e+00063295 64366
 5.0000e-001 67409  9.4459e+000  2.4264e-002 -1.3449e-003  7.3258e-006 -5.8993e-004 -1.0153e-00363295 64366
 5.0000e-001 67383  9.2892e+000  5.0217e-001 -1.3442e-003  1.0625e-004  9.8222e-003  6.4732e-00463295 64366
 5.0000e-001 67357  9.1326e+000  9.8004e-001 -1.3664e-003  1.6863e-004  3.9147e-003 -1.6506e-00263295 64366
