time bIndex x y area xForce yForce corners zones gridPoints
f i f f f f f l l l l
 1.0000e-001 67960  9.8999e+000  5.3093e+000  1.7825e-001  0.0000e+000  0.0000e+000 67989,68164,66725,66321,68033 68362,68339,68316 68290,68264,68238,68212,68186
 1.0000e-001 67762  9.6581e+000  9.7436e+000  3.7351e-001  0.0000e+000  0.0000e+000 67791,490,63337,63236,67835 68561,68538,68515 68489,68463,68437,68411,68385
 1.0000e-001 67564  9.6661e+000  3.8314e+000  9.3681e-001  0.0000e+000  0.0000e+000 66242,62975,62571,62492,67637,67593,68584,68011 68929,68906,68883,68860,68837,68814 68788,68762,68736,68710,68684,68658,68632,68606
 1.0000e-001 67388  9.9440e+000  6.3105e+000  6.8332e-002  0.0000e+000  0.0000e+000 66703,67121,67439 69030 69004,68978,68952
 1.0000e-001 67070  9.5826e+000  6.9389e+000  7.7270e-001  0.0000e+000  0.0000e+000 67099,64579,61627,62053,62292,63598,67143 69327,69304,69281,69258,69235,69376,69399 69209,69183,69157,69131,69105,69079,69053,69350
 1.0000e-001 66872  9.8527e+000  2.2875e+000  4.1814e-001  0.0000e+000  0.0000e+000 65555,65981,66945,66901,69424,67615 69671,69648,69625,69602 69576,69550,69524,69498,69472,69446
 1.0000e-001 66674  9.5694e+000  6.0038e+000  6.5610e-001  0.0000e+000  0.0000e+000 63620,63699,64052,66747,67417 69872,69849,69826,69921,69944 69800,69774,69748,69722,69696,69895
 1.0000e-001 66270  9.6571e+000  7.7898e-001  1.0567e+000  0.0000e+000  0.0000e+000 62414,62442,69991,64799,64755,512,69969,66923 70397,70374,70351,70328,70305,70282 70256,70230,70204,70178,70152,70126,70100,70074
 1.0000e-001 65930  9.4538e+000  5.0790e+000  6.8541e-001  0.0000e+000  0.0000e+000 64074,62364,61173,61548,66220,66299 70645,70622,70599,70576 70550,70524,70498,70472,70446,70420
 1.0000e-001 65526  9.2275e+000  2.8407e+000  1.1403e+000  0.0000e+000  0.0000e+000 62514,60512,60137,60590,65577 70844,70821,70798,70893,70916,70965,70988 70772,70746,70720,70694,70668,70867,70939
 1.0000e-001 65328  9.8689e+000  8.7327e+000  2.7568e-001  0.0000e+000  0.0000e+000 64953,65401,65357,71013,67813 71211,71188,71165 71139,71113,71087,71061,71035
 1.0000e-001 64924  9.1908e+000  9.0058e+000  1.2925e+000  0.0000e+000  0.0000e+000 63258,59150,59229,59582,61094,64975 71461,71438,71415,71392,71510,71533,71582,71605 71366,71340,71314,71288,71262,71236,71484,71556
 1.0000e-001 64726  8.9331e+000  1.7010e+000  1.5749e+000  0.0000e+000  0.0000e+000 60612,58688,56658,57141,59028,62392,65959 71904,71881,71858,71835,71812,71953,71976,72025,72048,72097,72120,72169,72192 71786,71760,71734,71708,71682,71656,71630,71927,71999,72071,72143
 1.0000e-001 64528  9.4438e+000  7.9483e+000  9.9738e-001  0.0000e+000  0.0000e+000 61116,60669,61044,64601,64557,65379 72442,72419,72396,72373,72491,72514,72563,72586 72347,72321,72295,72269,72243,72217,72465,72537
 1.0000e-001 64102  8.7147e+000  4.8255e-001  1.1859e+000  0.0000e+000  0.0000e+000 62464,72633,59050,56601,55657,55635,72611,64175 73039,73016,72993,72970,72947,72924,73088,73111,73160,73183 72898,72872,72846,72820,72794,72768,72742,72716,73062,73134
 1.0000e-001 63648  9.5434e+000  9.6606e-003  4.8453e-003  0.0000e+000  0.0000e+000 64153,64131,64777 73284 73258,73232,73206
 1.0000e-001 63286  8.7727e+000  9.7049e+000  4.4182e-001  0.0000e+000  0.0000e+000 63315,58789,59078,59128,63359 73483,73460,73437 73411,73385,73359,73333,73307
 1.0000e-001 62946  9.0802e+000  4.5129e+000  6.2355e-001  0.0000e+000  0.0000e+000 61570,60562,59661,60036,62997 73684,73661,73638,73733,73756 73612,73586,73560,73534,73508,73707
 1.0000e-001 62542  8.6488e+000  3.8578e+000  8.7429e-001  0.0000e+000  0.0000e+000 60058,56090,56169,58566,60490,62593 74006,73983,73960,73937,74055,74078,74127,74150 73911,73885,73859,73833,73807,73781,74029,74101
 1.0000e-001 62002  8.8737e+000  6.0013e+000  6.2967e-001  0.0000e+000  0.0000e+000 62314,58538,58049,58616,62342,63677 74400,74377,74354,74331,74449,74472 74305,74279,74253,74227,74201,74175,74423
 1.0000e-001 61598  8.8054e+000  7.3312e+000  8.0793e-001  0.0000e+000  0.0000e+000 61066,57970,57409,57898,61649 74673,74650,74627,74722,74745,74794,74817 74601,74575,74549,74523,74497,74696,74768
 1.0000e-001 61144  8.5881e+000  5.3328e+000  5.3636e-001  0.0000e+000  0.0000e+000 58638,55990,56018,60540,61195 75018,74995,74972 74946,74920,74894,74868,74842
 1.0000e-001 60640  8.1617e+000  8.0683e+000  1.1398e+000  0.0000e+000  0.0000e+000 59604,53306,75043,53234,75126,57948,60691 75479,75456,75433,75410,75387,75528,75551 75361,75335,75309,75283,75257,75231,75205,75502
 1.0000e-001 60086  8.3930e+000  6.5765e+000  7.9747e-001  0.0000e+000  0.0000e+000 57920,55174,55253,55918,58516,62031 75799,75776,75753,75730,75848,75871,75920,75943,75992,76015 75704,75678,75652,75626,75600,75574,75822,75894,75966
 1.0000e-001 59632  8.0793e+000  4.7351e+000  7.9059e-001  0.0000e+000  0.0000e+000 56040,55074,54215,54136,56068,59683 76263,76240,76217,76194 76168,76142,76116,76090,76064,76038
 1.0000e-001 59178  8.2966e+000  2.8056e+000  7.9266e-001  0.0000e+000  0.0000e+000 58588,55024,54952,76288,58666,60115 76596,76573,76550,76527 76501,76475,76449,76423,76397,76371
