time dIndex x y area porePressure
f i f f f f
 1.0000e-001 117088  3.1755e-001  3.1755e-001  0.0000e+000  0.0000e+000
 1.0000e-001 113179  4.7535e-001  4.7535e-001  5.6097e-319  0.0000e+000
 1.0000e-001 116195  1.6286e+000  1.6286e+000  5.7636e-319  0.0000e+000
 1.0000e-001 110563  1.1655e+000  1.1655e+000  5.5328e-319  0.0000e+000
 1.0000e-001 116116  1.5749e+000  1.5749e+000  1.9763e-323  0.0000e+000
 1.0000e-001 109929  1.0037e+000  1.0037e+000  5.5007e-319  0.0000e+000
 1.0000e-001 115216  7.2213e-001  7.2213e-001  0.0000e+000  0.0000e+000
 1.0000e-001 114221  4.6773e-001  4.6773e-001  0.0000e+000  0.0000e+000
 1.0000e-001 114349  1.6472e+000  1.6472e+000  1.9763e-323  0.0000e+000
 1.0000e-001 111645  1.2676e+000  1.2676e+000  0.0000e+000  0.0000e+000
 1.0000e-001 114093  1.1005e+000  1.1005e+000  5.6441e-319  0.0000e+000
 1.0000e-001 106368  1.5912e+000  1.5912e+000  1.9763e-323  0.0000e+000
 1.0000e-001 113100  1.5141e+000  1.5141e+000  1.9763e-323  0.0000e+000
 1.0000e-001 107708  1.2336e+000  1.2336e+000  5.3418e-319  0.0000e+000
 1.0000e-001 112401  5.4211e-001  5.4211e-001  0.0000e+000  0.0000e+000
 1.0000e-001 110914  1.1829e+000  1.1829e+000  5.5490e-319  0.0000e+000
 1.0000e-001 112072  1.5431e+000  1.5431e+000  0.0000e+000  0.0000e+000
 1.0000e-001 108796  1.5130e+000  1.5130e+000  5.4100e-319  0.0000e+000
 1.0000e-001 111566  2.2478e+000  2.2478e+000  1.9763e-323  0.0000e+000
 1.0000e-001 104337  1.8899e+000  1.8899e+000  5.2209e-319  0.0000e+000
 1.0000e-001 110995  1.0095e+000  1.0095e+000  5.5018e-319  0.0000e+000
 1.0000e-001 109207  1.4947e+000  1.4947e+000  5.4757e-319  0.0000e+000
 1.0000e-001 110089  1.6470e+000  1.6470e+000  0.0000e+000  0.0000e+000
 1.0000e-001 109850  1.1357e+000  1.1357e+000  1.9763e-323  0.0000e+000
 1.0000e-001 110010  1.9910e+000  1.9910e+000  1.9763e-323  0.0000e+000
 1.0000e-001 107042  1.9357e+000  1.9357e+000  5.3612e-319  0.0000e+000
 1.0000e-001 109128  2.4987e+000  2.4987e+000  1.9763e-323  0.0000e+000
 1.0000e-001 101546  2.4484e+000  2.4484e+000  1.9763e-323  0.0000e+000
 1.0000e-001 109000  2.2649e+000  2.2649e+000  0.0000e+000  0.0000e+000
 1.0000e-001 106447  1.7568e+000  1.7568e+000  5.2820e-319  0.0000e+000
 1.0000e-001 107629  2.8721e+000  2.8721e+000  1.9763e-323  0.0000e+000
 1.0000e-001 101625  2.5927e+000  2.5927e+000  5.0722e-319  0.0000e+000
 1.0000e-001 107550  2.5556e+000  2.5556e+000  1.9763e-323  0.0000e+000
 1.0000e-001 105407  1.6489e+000  1.6489e+000  5.2808e-319  0.0000e+000
 1.0000e-001 107123  2.7390e+000  2.7390e+000  0.0000e+000  0.0000e+000
 1.0000e-001 103961  2.4236e+000  2.4236e+000  0.0000e+000  0.0000e+000
 1.0000e-001 106289  2.3266e+000  2.3266e+000  1.9763e-323  0.0000e+000
 1.0000e-001 105758  2.0037e+000  2.0037e+000  5.3094e-319  0.0000e+000
 1.0000e-001 105839  2.6222e+000  2.6222e+000  5.2447e-319  0.0000e+000
 1.0000e-001 103077  2.8820e+000  2.8820e+000  5.1244e-319  0.0000e+000
 1.0000e-001 104789  2.9603e+000  2.9603e+000  5.1976e-319  0.0000e+000
 1.0000e-001 100550  2.8558e+000  2.8558e+000  0.0000e+000  0.0000e+000
 1.0000e-001 103882  3.2371e+000  3.2371e+000  1.9763e-323  0.0000e+000
 1.0000e-001 98560  2.9474e+000  2.9474e+000  4.9235e-319  0.0000e+000
 1.0000e-001 102926  3.3811e+000  3.3811e+000  0.0000e+000  0.0000e+000
 1.0000e-001 97942  3.9811e+000  3.9811e+000  4.8593e-319  0.0000e+000
 1.0000e-001 102798  4.1212e+000  4.1212e+000  5.0861e-319  0.0000e+000
 1.0000e-001 95855  3.7966e+000  3.7966e+000  4.7987e-319  0.0000e+000
 1.0000e-001 102149  3.9052e+000  3.9052e+000  5.0623e-319  0.0000e+000
 1.0000e-001 95426  4.0518e+000  4.0518e+000  4.7591e-319  0.0000e+000
 1.0000e-001 100977  3.0393e+000  3.0393e+000  5.0044e-319  0.0000e+000
 1.0000e-001 100471  3.5041e+000  3.5041e+000  1.9763e-323  0.0000e+000
 1.0000e-001 100392  3.7404e+000  3.7404e+000  1.9763e-323  0.0000e+000
 1.0000e-001 99259  3.7408e+000  3.7408e+000  4.9458e-319  0.0000e+000
 1.0000e-001 99764  4.7475e+000  4.7475e+000  0.0000e+000  0.0000e+000
 1.0000e-001 93123  5.2028e+000  5.2028e+000  0.0000e+000  0.0000e+000
 1.0000e-001 98641  4.2207e+000  4.2207e+000  4.8939e-319  0.0000e+000
 1.0000e-001 97364  3.8282e+000  3.8282e+000  4.8284e-319  0.0000e+000
 1.0000e-001 97863  3.7415e+000  3.7415e+000  1.9763e-323  0.0000e+000
 1.0000e-001 96703  4.2211e+000  4.2211e+000  4.8272e-319  0.0000e+000
 1.0000e-001 97285  4.6740e+000  4.6740e+000  1.9763e-323  0.0000e+000
 1.0000e-001 94077  4.8276e+000  4.8276e+000  4.6870e-319  0.0000e+000
 1.0000e-001 96786  4.6210e+000  4.6210e+000  4.7998e-319  0.0000e+000
 1.0000e-001 93548  4.5842e+000  4.5842e+000  4.6748e-319  0.0000e+000
 1.0000e-001 95936  4.7188e+000  4.7188e+000  4.7602e-319  0.0000e+000
 1.0000e-001 93044  4.5840e+000  4.5840e+000  1.9763e-323  0.0000e+000
 1.0000e-001 93629  5.2632e+000  5.2632e+000  4.6414e-319  0.0000e+000
 1.0000e-001 90807  4.8025e+000  4.8025e+000  4.5068e-319  0.0000e+000
 1.0000e-001 92965  5.0670e+000  5.0670e+000  1.9763e-323  0.0000e+000
 1.0000e-001 87809  5.6189e+000  5.6189e+000  4.3726e-319  0.0000e+000
 1.0000e-001 90728  5.5806e+000  5.5806e+000  1.9763e-323  0.0000e+000
 1.0000e-001 87892  5.0412e+000  5.0412e+000  4.3604e-319  0.0000e+000
 1.0000e-001 89420  6.1433e+000  6.1433e+000  0.0000e+000  0.0000e+000
 1.0000e-001 86509  6.4532e+000  6.4532e+000  4.3147e-319  0.0000e+000
 1.0000e-001 88743  6.9886e+000  6.9886e+000  0.0000e+000  0.0000e+000
 1.0000e-001 84791  6.5247e+000  6.5247e+000  4.2283e-319  0.0000e+000
 1.0000e-001 88664  6.3315e+000  6.3315e+000  1.9763e-323  0.0000e+000
 1.0000e-001 83617  6.9238e+000  6.9238e+000  4.1605e-319  0.0000e+000
 1.0000e-001 86889  6.4374e+000  6.4374e+000  0.0000e+000  0.0000e+000
 1.0000e-001 82702  7.0342e+000  7.0342e+000  0.0000e+000  0.0000e+000
 1.0000e-001 86358  7.0426e+000  7.0426e+000  0.0000e+000  0.0000e+000
 1.0000e-001 84874  6.5963e+000  6.5963e+000  0.0000e+000  0.0000e+000
 1.0000e-001 86031  7.1149e+000  7.1149e+000  4.2612e-319  0.0000e+000
 1.0000e-001 82621  6.3796e+000  6.3796e+000  4.1482e-319  0.0000e+000
 1.0000e-001 82245  7.7783e+000  7.7783e+000  0.0000e+000  0.0000e+000
 1.0000e-001 78620  7.4451e+000  7.4451e+000  3.9433e-319  0.0000e+000
 1.0000e-001 81697  7.7270e+000  7.7270e+000  4.0567e-319  0.0000e+000
 1.0000e-001 75304  7.6869e+000  7.6869e+000  1.9763e-323  0.0000e+000
 1.0000e-001 80997  8.2687e+000  8.2687e+000  4.0197e-319  0.0000e+000
 1.0000e-001 79471  7.7341e+000  7.7341e+000  3.9900e-319  0.0000e+000
 1.0000e-001 80918  8.4248e+000  8.4248e+000  1.9763e-323  0.0000e+000
 1.0000e-001 78034  8.1964e+000  8.1964e+000  3.8603e-319  0.0000e+000
 1.0000e-001 80517  8.2197e+000  8.2197e+000  3.9912e-319  0.0000e+000
 1.0000e-001 78240  7.6450e+000  7.6450e+000  3.8988e-319  0.0000e+000
 1.0000e-001 80116  8.2840e+000  8.2840e+000  3.9713e-319  0.0000e+000
 1.0000e-001 79142  7.7739e+000  7.7739e+000  3.9702e-319  0.0000e+000
 1.0000e-001 77117  8.1799e+000  8.1799e+000  0.0000e+000  0.0000e+000
 1.0000e-001 75961  8.6669e+000  8.6669e+000  3.7709e-319  0.0000e+000
 1.0000e-001 77038  8.8742e+000  8.8742e+000  1.9763e-323  0.0000e+000
 1.0000e-001 72145  8.6940e+000  8.6940e+000  3.6231e-319  0.0000e+000
 1.0000e-001 76539  9.1869e+000  9.1869e+000  3.7995e-319  0.0000e+000
 1.0000e-001 69780  9.5300e+000  9.5300e+000  3.4932e-319  0.0000e+000
 1.0000e-001 76460  9.3100e+000  9.3100e+000  1.9763e-323  0.0000e+000
 1.0000e-001 74944  8.5325e+000  8.5325e+000  3.7099e-319  0.0000e+000
 1.0000e-001 75882  8.0183e+000  8.0183e+000  1.9763e-323  0.0000e+000
 1.0000e-001 75383  8.7131e+000  8.7131e+000  3.7423e-319  0.0000e+000
 1.0000e-001 75225  8.7944e+000  8.7944e+000  1.9763e-323  0.0000e+000
 1.0000e-001 75072  8.3596e+000  8.3596e+000  0.0000e+000  0.0000e+000
 1.0000e-001 74816  9.5305e+000  9.5305e+000  3.7036e-319  0.0000e+000
 1.0000e-001 71168  9.1870e+000  9.1870e+000  3.5828e-319  0.0000e+000
 1.0000e-001 74072  9.3139e+000  9.3139e+000  3.6752e-319  0.0000e+000
 1.0000e-001 71696  8.9794e+000  8.9794e+000  3.6039e-319  0.0000e+000
