time dIndex x y area porePressure
f i f f f f
 1.0000e-001 981723  9.6298e+000  9.6298e+000  9.8813e-324  0.0000e+000
 1.0000e-001 981485  9.0760e+000  9.0760e+000  9.8813e-324  0.0000e+000
 1.0000e-001 115506  3.7949e-001  3.7949e-001  0.0000e+000  0.0000e+000
 1.0000e-001 113310  8.7477e-001  8.7477e-001  5.6251e-319  0.0000e+000
 1.0000e-001 115427  9.4666e-001  9.4666e-001  1.9763e-323  0.0000e+000
 1.0000e-001 110892  5.9024e-001  5.9024e-001  5.5247e-319  0.0000e+000
 1.0000e-001 111481  1.6987e+000  1.6987e+000  5.5258e-319  0.0000e+000
 1.0000e-001 107861  1.0390e+000  1.0390e+000  5.3717e-319  0.0000e+000
 1.0000e-001 111402  1.8814e+000  1.8814e+000  1.9763e-323  0.0000e+000
 1.0000e-001 107112  1.5815e+000  1.5815e+000  5.3213e-319  0.0000e+000
 1.0000e-001 110975  1.7303e+000  1.7303e+000  0.0000e+000  0.0000e+000
 1.0000e-001 106233  1.4861e+000  1.4861e+000  5.2530e-319  0.0000e+000
 1.0000e-001 109658  2.4073e+000  2.4073e+000  5.4309e-319  0.0000e+000
 1.0000e-001 106456  2.1191e+000  2.1191e+000  5.3090e-319  0.0000e+000
 1.0000e-001 107944  2.1391e+000  2.1391e+000  5.3535e-319  0.0000e+000
 1.0000e-001 103941  1.9017e+000  1.9017e+000  5.1533e-319  0.0000e+000
 1.0000e-001 106537  2.9356e+000  2.9356e+000  0.0000e+000  0.0000e+000
 1.0000e-001 102240  2.5613e+000  2.5613e+000  5.1233e-319  0.0000e+000
 1.0000e-001 105785  2.0873e+000  2.0873e+000  5.2396e-319  0.0000e+000
 1.0000e-001 105010  2.5475e+000  2.5475e+000  5.2384e-319  0.0000e+000
 1.0000e-001 105093  3.1628e+000  3.1628e+000  5.2126e-319  0.0000e+000
 1.0000e-001 100344  3.0400e+000  3.0400e+000  4.9865e-319  0.0000e+000
 1.0000e-001 104462  2.8924e+000  2.8924e+000  0.0000e+000  0.0000e+000
 1.0000e-001 103862  2.3870e+000  2.3870e+000  1.9763e-323  0.0000e+000
 1.0000e-001 103783  2.4848e+000  2.4848e+000  1.9763e-323  0.0000e+000
 1.0000e-001 102769  2.9269e+000  2.9269e+000  5.1522e-319  0.0000e+000
 1.0000e-001 103405  3.1018e+000  3.1018e+000  0.0000e+000  0.0000e+000
 1.0000e-001 102321  2.6175e+000  2.6175e+000  5.0708e-319  0.0000e+000
 1.0000e-001 102929  3.6853e+000  3.6853e+000  0.0000e+000  0.0000e+000
 1.0000e-001 98969  3.3318e+000  3.3318e+000  4.9077e-319  0.0000e+000
 1.0000e-001 102850  2.6868e+000  2.6868e+000  1.9763e-323  0.0000e+000
 1.0000e-001 101743  3.2182e+000  3.2182e+000  5.0447e-319  0.0000e+000
 1.0000e-001 101664  3.6938e+000  3.6938e+000  1.9763e-323  0.0000e+000
 1.0000e-001 95715  3.5580e+000  3.5580e+000  4.7469e-319  0.0000e+000
 1.0000e-001 101585  2.8758e+000  2.8758e+000  1.9763e-323  0.0000e+000
 1.0000e-001 100555  3.4568e+000  3.4568e+000  5.0436e-319  0.0000e+000
 1.0000e-001 101014  3.9341e+000  3.9341e+000  5.0087e-319  0.0000e+000
 1.0000e-001 97226  3.6717e+000  3.6717e+000  4.8744e-319  0.0000e+000
 1.0000e-001 100636  3.0136e+000  3.0136e+000  0.0000e+000  0.0000e+000
 1.0000e-001 99547  3.5660e+000  3.5660e+000  0.0000e+000  0.0000e+000
 1.0000e-001 100476  3.4799e+000  3.4799e+000  1.9763e-323  0.0000e+000
 1.0000e-001 98317  3.9809e+000  3.9809e+000  4.9351e-319  0.0000e+000
 1.0000e-001 99468  3.3561e+000  3.3561e+000  1.9763e-323  0.0000e+000
 1.0000e-001 97732  3.7010e+000  3.7010e+000  4.9065e-319  0.0000e+000
 1.0000e-001 98890  3.9693e+000  3.9693e+000  1.9763e-323  0.0000e+000
 1.0000e-001 95305  4.1738e+000  4.1738e+000  4.7700e-319  0.0000e+000
 1.0000e-001 97892  3.6426e+000  3.6426e+000  0.0000e+000  0.0000e+000
 1.0000e-001 96774  4.1714e+000  4.1714e+000  4.8244e-319  0.0000e+000
 1.0000e-001 97813  4.3837e+000  4.3837e+000  1.9763e-323  0.0000e+000
 1.0000e-001 94328  4.0471e+000  4.0471e+000  4.6759e-319  0.0000e+000
 1.0000e-001 97307  4.6564e+000  4.6564e+000  0.0000e+000  0.0000e+000
 1.0000e-001 94857  4.1875e+000  4.1875e+000  4.7021e-319  0.0000e+000
 1.0000e-001 95636  3.9913e+000  3.9913e+000  1.9763e-323  0.0000e+000
 1.0000e-001 93724  4.4401e+000  4.4401e+000  0.0000e+000  0.0000e+000
 1.0000e-001 94778  5.2222e+000  5.2222e+000  1.9763e-323  0.0000e+000
 1.0000e-001 91671  4.7444e+000  4.7444e+000  4.5495e-319  0.0000e+000
 1.0000e-001 94249  4.7449e+000  4.7449e+000  1.9763e-323  0.0000e+000
 1.0000e-001 93641  4.1686e+000  4.1686e+000  4.6748e-319  0.0000e+000
 1.0000e-001 92771  4.6862e+000  4.6862e+000  4.5966e-319  0.0000e+000
 1.0000e-001 92487  5.2246e+000  5.2246e+000  4.5955e-319  0.0000e+000
 1.0000e-001 91592  5.6114e+000  5.6114e+000  1.9763e-323  0.0000e+000
 1.0000e-001 88807  5.0448e+000  5.0448e+000  4.4256e-319  0.0000e+000
 1.0000e-001 90619  5.6721e+000  5.6721e+000  0.0000e+000  0.0000e+000
 1.0000e-001 86563  5.3325e+000  5.3325e+000  4.3107e-319  0.0000e+000
 1.0000e-001 89991  5.7486e+000  5.7486e+000  0.0000e+000  0.0000e+000
 1.0000e-001 89660  5.2374e+000  5.2374e+000  4.4728e-319  0.0000e+000
 1.0000e-001 89333  5.8490e+000  5.8490e+000  0.0000e+000  0.0000e+000
 1.0000e-001 88158  5.3486e+000  5.3486e+000  4.4057e-319  0.0000e+000
 1.0000e-001 87733  6.2506e+000  6.2506e+000  0.0000e+000  0.0000e+000
 1.0000e-001 84663  6.2430e+000  6.2430e+000  0.0000e+000  0.0000e+000
 1.0000e-001 85916  7.1579e+000  7.1579e+000  4.2627e-319  0.0000e+000
 1.0000e-001 82027  6.7283e+000  6.7283e+000  4.0771e-319  0.0000e+000
 1.0000e-001 85837  6.6775e+000  6.6775e+000  1.9763e-323  0.0000e+000
 1.0000e-001 80927  7.1419e+000  7.1419e+000  4.0449e-319  0.0000e+000
 1.0000e-001 84584  6.6766e+000  6.6766e+000  1.9763e-323  0.0000e+000
 1.0000e-001 82678  7.1761e+000  7.1761e+000  4.1108e-319  0.0000e+000
 1.0000e-001 84157  6.9309e+000  6.9309e+000  0.0000e+000  0.0000e+000
 1.0000e-001 79909  7.1485e+000  7.1485e+000  3.9660e-319  0.0000e+000
 1.0000e-001 83291  6.6126e+000  6.6126e+000  4.1306e-319  0.0000e+000
 1.0000e-001 82960  7.0109e+000  7.0109e+000  4.1535e-319  0.0000e+000
 1.0000e-001 81089  7.4198e+000  7.4198e+000  4.0243e-319  0.0000e+000
 1.0000e-001 77867  7.9456e+000  7.9456e+000  3.9007e-319  0.0000e+000
 1.0000e-001 81010  8.0459e+000  8.0459e+000  1.9763e-323  0.0000e+000
