time bIndex x y area xForce yForce corners zones gridPoints
f i f f f f f l l l l
 1.0000e-001 70072  9.8839e+000  3.4620e+000  1.2204e-001  0.0000e+000  0.0000e+000 70101,70434,68439,68338,70145 70632,70609,70586 70560,70534,70508,70482,70456
 1.0000e-001 69874  9.7397e+000  9.5697e+000  4.4396e-001  0.0000e+000  0.0000e+000 69903,70655,494,67143,65867,66293,69947 70951,70928,70905,70882,70859 70833,70807,70781,70755,70729,70703,70677
 1.0000e-001 69698  9.3421e+000  7.2977e+000  1.1644e+000  0.0000e+000  0.0000e+000 66945,62666,60921,61239,67800,69749 71199,71176,71153,71130,71248,71271,71320,71343,71392,71415 71104,71078,71052,71026,71000,70974,71222,71294,71366
 1.0000e-001 69386  9.9514e+000  7.1019e+000  5.8312e-002  0.0000e+000  0.0000e+000 69459,69415,69727 71516 71490,71464,71438
 1.0000e-001 69188  9.7814e+000  2.0108e+000  4.3672e-001  0.0000e+000  0.0000e+000 69217,71539,66583,71561,66844,69261 71869,71846,71823,71800 71774,71748,71722,71696,71670,71644
 1.0000e-001 68990  9.9072e+000  1.3205e+000  7.1493e-002  0.0000e+000  0.0000e+000 68615,69063,69019,69239 72019,71996 71970,71944,71918,71892
 1.0000e-001 68586  9.2103e+000  1.2848e+000  1.0864e+000  0.0000e+000  0.0000e+000 66866,63292,62383,61368,61800,64846,68637 72316,72293,72270,72247,72224,72365,72388,72437,72460 72198,72172,72146,72120,72094,72068,72042,72339,72411
 1.0000e-001 68388  9.6714e+000  4.2894e+000  7.6107e-001  0.0000e+000  0.0000e+000 68417,72568,65691,63846,63774,72485,68461 72864,72841,72818,72795,72772 72746,72720,72694,72668,72642,72616,72590
 1.0000e-001 68048  8.9877e+000  3.9763e+000  9.1960e-001  0.0000e+000  0.0000e+000 63796,72968,61872,58586,59075,72887,68099 73321,73298,73275,73252,73229 73203,73177,73151,73125,73099,73073,73047
 1.0000e-001 67850  9.6972e+000  6.2493e+000  6.5562e-001  0.0000e+000  0.0000e+000 67822,65329,64947,67923,67879,73344,69437 73640,73617,73594,73571,73548 73522,73496,73470,73444,73418,73392,73366
 1.0000e-001 67602  9.7575e+000  9.4018e-002  9.8295e-002  0.0000e+000  0.0000e+000 67631,516,67341,67675 73790,73767 73741,73715,73689,73663
 1.0000e-001 67290  9.6969e+000  6.0199e-001  5.3790e-001  0.0000e+000  0.0000e+000 64868,64493,65590,67363,67319,69041 74040,74017,73994,73971 73945,73919,73893,73867,73841,73815
 1.0000e-001 67092  9.5603e+000  9.9707e+000  3.9425e-002  0.0000e+000  0.0000e+000 67121,62716,67165 74143 74117,74091,74065
 1.0000e-001 66894  9.6793e+000  8.3206e+000  7.2791e-001  0.0000e+000  0.0000e+000 63746,63371,66967,66923,74168,69925 74415,74392,74369,74346 74320,74294,74268,74242,74216,74190
 1.0000e-001 66532  9.4373e+000  2.6772e+000  1.0616e+000  0.0000e+000  0.0000e+000 68360,68077,61979,74523,61900,63270,66605,74440,66561,70123 75023,75000,74977,74954,74931,74908,74885,74862 74836,74810,74784,74758,74732,74706,74680,74654,74628,74602
 1.0000e-001 66242  9.6785e+000  5.2626e+000  5.4498e-001  0.0000e+000  0.0000e+000 63896,63975,65713,65669,67901 75222,75199,75176 75150,75124,75098,75072,75046
 1.0000e-001 65838  8.9128e+000  9.6538e+000  5.9617e-001  0.0000e+000  0.0000e+000 62738,62694,60077,60338,62766,65889 75470,75447,75424,75401 75375,75349,75323,75297,75271,75245
 1.0000e-001 65640  9.3368e+000  9.0338e+000  5.7157e-001  0.0000e+000  0.0000e+000 62788,62867,63220,63724,66271 75671,75648,75625 75599,75573,75547,75521,75495
 1.0000e-001 65300  8.8463e+000  6.5114e+000  7.6526e-001  0.0000e+000  0.0000e+000 61261,59154,59529,61289,65351 75872,75849,75826,75921,75944,75993,76016 75800,75774,75748,75722,75696,75895,75967
 1.0000e-001 64896  9.0473e+000  1.0154e-001  1.7387e-001  0.0000e+000  0.0000e+000 65612,58529,76063,58485,76041,67653 76371,76348,76325,76302 76276,76250,76224,76198,76172,76146
 1.0000e-001 64442  9.0149e+000  5.7143e+000  6.7592e-001  0.0000e+000  0.0000e+000 61311,60517,60438,63874,64925 76570,76547,76524 76498,76472,76446,76420,76394
 1.0000e-001 63924  8.5048e+000  4.9614e-001  1.0158e+000  0.0000e+000  0.0000e+000 61822,58407,56638,56377,56333,58507,76593,64471 76999,76976,76953,76930,76907,76884,77048,77071 76858,76832,76806,76780,76754,76728,76702,76676,77022
 1.0000e-001 63320  8.6763e+000  4.9897e+000  9.5059e-001  0.0000e+000  0.0000e+000 60460,56838,56766,77094,61850,63824,63953 77449,77426,77403,77380,77357,77498,77521 77331,77305,77279,77253,77227,77201,77175,77472
 1.0000e-001 62816  8.8941e+000  8.1929e+000  6.2700e-001  0.0000e+000  0.0000e+000 63242,59998,59658,59579,62644,63349 77769,77746,77723,77700 77674,77648,77622,77596,77570,77544
 1.0000e-001 62354  8.5067e+000  2.2489e+000  7.7295e-001  0.0000e+000  0.0000e+000 61922,60410,56688,77792,56716,56916,62405 78149,78126,78103,78080,78057 78031,78005,77979,77953,77927,77901,77875
 1.0000e-001 61950  8.7093e+000  3.2659e+000  9.3221e-001  0.0000e+000  0.0000e+000 59097,78172,57449,57528,60388,62001,78253 78606,78583,78560,78537,78514 78488,78462,78436,78410,78384,78358,78332
 1.0000e-001 61339  8.3654e+000  1.4650e+000  6.8712e-001  0.0000e+000  0.0000e+000 56938,57017,78900,58385,61390 78756,78733,78805,78828,78877 78707,78681,78655,78629,78779,78851
 1.0000e-001 60892  8.3025e+000  7.6490e+000  8.0401e-001  0.0000e+000  0.0000e+000 59601,56276,55993,55554,56866,60943 79206,79183,79160,79137,79255,79278,79327,79350 79111,79085,79059,79033,79007,78981,79229,79301
 1.0000e-001 60488  8.0710e+000  5.6944e+000  8.0323e-001  0.0000e+000  0.0000e+000 59551,58357,54624,54703,55056,56816,60539 79647,79624,79601,79578,79555 79529,79503,79477,79451,79425,79399,79373
 1.0000e-001 60026  8.0996e+000  9.7736e+000  4.3901e-001  0.0000e+000  0.0000e+000 60055,79672,54452,58435,60099 79870,79847,79824 79798,79772,79746,79720,79694
 1.0000e-001 59629  7.7829e+000  8.3634e+000  7.8822e-001  0.0000e+000  0.0000e+000 58307,54352,53955,53876,56254,59680 80120,80097,80074,80051 80025,79999,79973,79947,79921,79895
 1.0000e-001 59125  8.0833e+000  6.7902e+000  6.4728e-001  0.0000e+000  0.0000e+000 56888,55128,55207,58335,59176 80321,80298,80275,80370,80393 80249,80223,80197,80171,80145,80344
 1.0000e-001 58557  7.8646e+000  4.3329e+000  1.5500e+000  0.0000e+000  0.0000e+000 56788,80501,55078,52700,52628,80418,54502,57427,58608 80952,80929,80906,80883,80860,80837,80814,81001,81024,81073,81096,81145,81168,81217,81240 80788,80762,80736,80710,80684,80658,80632,80606,80580,80975,81047,81119,81191
 1.0000e-001 57881  7.4602e+000  9.3378e+000  1.0472e+000  0.0000e+000  0.0000e+000 54474,54430,50493,50805,52528,54330,57932 81537,81514,81491,81468,81445,81586,81609,81658,81681 81419,81393,81367,81341,81315,81289,81263,81560,81632
 1.0000e-001 57477  8.4713e+000  8.9372e+000  7.3147e-001  0.0000e+000  0.0000e+000 60360,58457,57910,58285,59976,62845 81929,81906,81883,81860 81834,81808,81782,81756,81730,81704
 1.0000e-001 56966  7.7359e+000  2.8414e+000  1.3493e+000  0.0000e+000  0.0000e+000 54524,53211,52829,81954,53637,54380,56666,82037,57506 82488,82465,82442,82419,82396,82373,82350,82537,82560,82609,82632 82324,82298,82272,82246,82220,82194,82168,82142,82116,82511,82583
 1.0000e-001 56304  7.5691e+000  1.3410e+000  1.1746e+000  0.0000e+000  0.0000e+000 56738,54402,51806,82655,51885,52289,54552,56616,56995,82736 83236,83213,83190,83167,83144,83121,83098,83075,83285,83308 83049,83023,82997,82971,82945,82919,82893,82867,82841,82815,83259
 1.0000e-001 55964  7.1083e+000  7.7421e+000  6.6844e-001  0.0000e+000  0.0000e+000 53898,50364,49989,50392,51116,56015 83556,83533,83510,83487 83461,83435,83409,83383,83357,83331
 1.0000e-001 55503  7.6546e+000  2.4226e-001  3.6589e-001  0.0000e+000  0.0000e+000 54574,51088,51044,56355 83706,83683 83657,83631,83605,83579
 1.0000e-001 55156  7.4492e+000  7.0639e+000  6.2628e-001  0.0000e+000  0.0000e+000 51138,51166,52728,55106,55532 83907,83884,83861 83835,83809,83783,83757,83731
 1.0000e-001 54652  7.5007e+000  6.1014e+000  6.4216e-001  0.0000e+000  0.0000e+000 52750,51295,51216,83932,54602,55185 84240,84217,84194,84171 84145,84119,84093,84067,84041,84015
 1.0000e-001 53926  6.8331e+000  8.3962e+000  6.4413e-001  0.0000e+000  0.0000e+000 52550,49356,84263,49435,49788,50342,53977 84618,84595,84572,84549,84526 84500,84474,84448,84422,84396,84370,84344
 1.0000e-001 53586  6.7105e+000  5.5864e+000  1.7223e+000  0.0000e+000  0.0000e+000 51238,84801,49256,84722,46044,46123,46889,84641,52578,52678,54681 85350,85327,85304,85281,85258,85235,85212,85189,85166,85399,85422,85471,85494,85543,85566 85140,85114,85088,85062,85036,85010,84984,84958,84932,84906,84880,85373,85445,85517
 1.0000e-001 53182  6.7123e+000  3.8913e+000  1.5631e+000  0.0000e+000  0.0000e+000 52650,85670,52600,45844,85589,45872,49888,53233 86072,86049,86026,86003,85980,85957,86121,86144,86193,86216 85931,85905,85879,85853,85827,85801,85775,85749,86095,86167
 1.0000e-001 52778  6.6649e+000  1.7344e+000  1.0679e+000  0.0000e+000  0.0000e+000 48058,86239,48137,49838,51784,86320,53615 86673,86650,86627,86604,86581 86555,86529,86503,86477,86451,86425,86399
 1.0000e-001 52238  6.6499e+000  2.6671e+000  1.2753e+000  0.0000e+000  0.0000e+000 49910,47157,86777,47418,48036,86696,52807,86856 87258,87235,87212,87189,87166,87143,87307,87330 87117,87091,87065,87039,87013,86987,86961,86935,87281
 1.0000e-001 51834  6.8446e+000  3.7879e-001  8.3379e-001  0.0000e+000  0.0000e+000 45794,87353,45750,87682,51066,52267 87610,87587,87564,87659 87538,87512,87486,87460,87434,87633
 1.0000e-001 51266  6.5754e+000  6.6694e+000  1.0021e+000  0.0000e+000  0.0000e+000 51188,50414,47490,87704,47569,49234,87785,51317 88187,88164,88141,88118,88095,88072 88046,88020,87994,87968,87942,87916,87890,87864
 1.0000e-001 50754  6.1907e+000  6.5859e-001  9.9836e-001  0.0000e+000  0.0000e+000 49860,45268,88210,45224,45772,88291,51863 88644,88621,88598,88575,88552 88526,88500,88474,88448,88422,88396,88370
